symbol,side,starttime,start_LTP,endtime,end_LTP,change_pct
NSE:PGHH-EQ,LONG,2025-10-03 12:48:48.946052,14056.00,2025-10-03 13:17:53.343212,14160.00,0.665
NSE:ABFRL-EQ,LONG,2025-10-03 09:35:00.493728,87.46,2025-10-03 09:41:45.185230,88.05,0.680
NSE:ABFRL-EQ,SHORT,2025-10-03 09:41:45.586767,88.05,2025-10-03 10:10:12.477628,87.49,0.664
NSE:ABFRL-EQ,LONG,2025-10-03 10:10:16.459004,87.45,2025-10-03 10:30:19.806237,88.05,0.686
NSE:ABFRL-EQ,LONG,2025-10-03 10:30:25.919086,88.00,2025-10-03 11:03:19.749043,88.61,0.665
NSE:ABFRL-EQ,SHORT,2025-10-03 11:03:26.617857,88.70,2025-10-03 11:35:07.711622,88.10,0.671
NSE:ABFRL-EQ,LONG,2025-10-03 12:34:35.804263,88.25,2025-10-03 13:07:30.083977,88.85,0.663
NSE:ABFRL-EQ,SHORT,2025-10-03 13:08:05.140858,88.86,2025-10-03 13:39:36.169215,88.25,0.664
NSE:REFEX-EQ,SHORT,2025-10-03 09:35:17.384358,366.40,2025-10-03 10:08:16.521930,363.80,0.717
NSE:REFEX-EQ,LONG,2025-10-03 14:04:54.781751,361.80,2025-10-03 14:37:40.506885,364.00,0.677
NSE:HINDALCO-EQ,LONG,2025-10-03 09:35:03.400815,766.45,2025-10-03 09:47:11.739464,771.50,0.662
NSE:HINDALCO-EQ,LONG,2025-10-03 09:47:12.166351,771.50,2025-10-03 09:53:15.070476,776.80,0.668
NSE:HINDALCO-EQ,LONG,2025-10-03 09:53:15.240382,776.80,2025-10-03 10:08:32.506438,781.80,0.663
NSE:HINDALCO-EQ,LONG,2025-10-03 10:08:32.922058,781.85,2025-10-03 10:37:52.924510,787.00,0.668
NSE:HINDALCO-EQ,SHORT,2025-10-03 10:39:21.382408,788.95,2025-10-03 11:12:17.659145,783.60,0.662
NSE:HINDALCO-EQ,LONG,2025-10-03 11:18:39.954999,781.60,2025-10-03 11:50:46.590827,786.75,0.669
NSE:HINDALCO-EQ,SHORT,2025-10-03 13:01:43.365591,786.70,2025-10-03 13:31:39.880527,781.55,0.661
NSE:NAUKRI-EQ,SHORT,2025-10-03 11:06:09.165046,1338.40,2025-10-03 11:39:08.620274,1329.00,0.706
NSE:NAUKRI-EQ,LONG,2025-10-03 14:04:21.810936,1328.20,2025-10-03 14:37:21.568108,1337.20,0.670
NSE:TATASTEEL-EQ,LONG,2025-10-03 09:35:05.830163,172.46,2025-10-03 09:52:41.950747,173.56,0.664
NSE:TATASTEEL-EQ,LONG,2025-10-03 10:00:15.470216,173.11,2025-10-03 10:33:15.013488,174.30,0.661
NSE:TATASTEEL-EQ,LONG,2025-10-03 10:36:22.897607,173.57,2025-10-03 10:40:53.732317,174.70,0.663
NSE:TATASTEEL-EQ,SHORT,2025-10-03 11:01:26.744842,174.34,2025-10-03 11:23:41.263080,173.15,0.665
NSE:TATASTEEL-EQ,LONG,2025-10-03 11:23:41.595079,173.17,2025-10-03 11:44:12.626783,174.31,0.673
NSE:STOVEKRAFT-EQ,LONG,2025-10-03 10:14:05.031529,664.45,2025-10-03 10:40:48.472373,668.85,0.692
NSE:STOVEKRAFT-EQ,LONG,2025-10-03 10:45:54.672173,667.80,2025-10-03 11:02:19.298952,671.30,0.667
NSE:STOVEKRAFT-EQ,SHORT,2025-10-03 11:53:19.584261,670.85,2025-10-03 12:23:29.046753,666.60,0.663
NSE:STOVEKRAFT-EQ,SHORT,2025-10-03 12:30:15.507397,669.55,2025-10-03 12:39:43.108373,665.00,0.702
NSE:STOVEKRAFT-EQ,LONG,2025-10-03 13:54:03.747073,666.45,2025-10-03 14:26:34.125196,670.65,0.660
NSE:GOPAL-EQ,LONG,2025-10-03 09:35:02.174989,348.70,2025-10-03 09:54:09.619631,350.70,0.667
NSE:GOPAL-EQ,LONG,2025-10-03 09:54:22.807384,350.25,2025-10-03 10:01:49.539996,352.50,0.663
NSE:GOPAL-EQ,SHORT,2025-10-03 10:01:50.768965,352.50,2025-10-03 10:10:14.517703,350.65,0.687
NSE:GOPAL-EQ,SHORT,2025-10-03 12:37:11.563624,349.60,2025-10-03 13:08:46.847363,347.20,0.665
NSE:GOPAL-EQ,SHORT,2025-10-03 13:17:11.757477,347.35,2025-10-03 13:50:10.644624,344.50,0.799
NSE:GOPAL-EQ,LONG,2025-10-03 13:50:11.663470,344.50,2025-10-03 13:59:06.561434,346.95,0.725
NSE:GOPAL-EQ,LONG,2025-10-03 14:03:44.341102,346.60,2025-10-03 14:36:28.937692,349.30,0.836
NSE:SRM-EQ,SHORT,2025-10-03 09:35:01.062221,546.10,2025-10-03 09:46:41.209132,542.40,0.669
NSE:SRM-EQ,SHORT,2025-10-03 09:55:49.245855,543.00,2025-10-03 10:12:27.093841,539.70,0.672
NSE:SRM-EQ,SHORT,2025-10-03 10:13:26.129767,540.80,2025-10-03 10:44:40.710399,537.50,0.665
NSE:SRM-EQ,LONG,2025-10-03 12:59:50.227805,535.90,2025-10-03 13:20:04.530653,539.90,0.700
NSE:SRM-EQ,LONG,2025-10-03 13:20:09.707752,539.90,2025-10-03 13:52:20.934301,542.65,0.723
NSE:SRM-EQ,LONG,2025-10-03 13:52:22.580442,542.65,2025-10-03 14:01:28.194157,547.55,0.690
NSE:ROUTE-EQ,LONG,2025-10-03 09:35:01.036758,798.90,2025-10-03 09:56:01.283466,803.70,0.761
NSE:ROUTE-EQ,SHORT,2025-10-03 09:56:58.642656,804.85,2025-10-03 10:24:41.622292,799.10,0.671
NSE:ROUTE-EQ,SHORT,2025-10-03 12:07:20.617464,801.90,2025-10-03 12:21:00.503805,796.00,0.664
NSE:ROUTE-EQ,LONG,2025-10-03 13:47:39.021337,801.20,2025-10-03 14:20:29.650622,806.50,0.661
NSE:ROUTE-EQ,SHORT,2025-10-03 14:20:32.099344,806.50,2025-10-03 14:42:46.518088,801.00,0.672
NSE:DECCANCE-EQ,SHORT,2025-10-03 09:44:02.960377,1101.10,2025-10-03 10:12:45.589150,1093.70,0.682
NSE:DECCANCE-EQ,SHORT,2025-10-03 10:53:24.926811,1089.80,2025-10-03 11:26:17.862267,1083.70,0.715
NSE:BALRAMCHIN-EQ,LONG,2025-10-03 09:37:41.676984,459.65,2025-10-03 09:47:43.090321,462.50,0.696
NSE:BALRAMCHIN-EQ,LONG,2025-10-03 11:13:32.380871,460.30,2025-10-03 11:46:04.685395,463.15,0.663
NSE:BALRAMCHIN-EQ,SHORT,2025-10-03 12:02:09.859833,462.70,2025-10-03 12:35:08.760083,459.20,0.686
NSE:BALRAMCHIN-EQ,LONG,2025-10-03 12:35:13.590699,459.20,2025-10-03 13:03:19.138421,463.00,0.778
NSE:BALRAMCHIN-EQ,LONG,2025-10-03 13:04:09.297637,463.15,2025-10-03 13:37:09.262051,466.15,0.702
NSE:SALASAR-EQ,SHORT,2025-10-03 09:35:04.226588,8.95,2025-10-03 09:47:11.336592,8.89,0.670
NSE:SALASAR-EQ,SHORT,2025-10-03 10:02:17.213902,8.94,2025-10-03 10:27:28.322722,8.88,0.672
NSE:SALASAR-EQ,SHORT,2025-10-03 10:29:30.754982,8.88,2025-10-03 10:44:15.744193,8.81,0.732
NSE:SALASAR-EQ,LONG,2025-10-03 14:06:22.595870,8.85,2025-10-03 14:39:15.584431,8.90,0.678
NSE:BAJAJHIND-EQ,SHORT,2025-10-03 09:39:54.338383,20.54,2025-10-03 10:12:33.120204,20.36,0.755
NSE:BAJAJHIND-EQ,SHORT,2025-10-03 10:13:31.342266,20.40,2025-10-03 10:46:29.947204,20.27,0.661
NSE:BAJAJHIND-EQ,LONG,2025-10-03 11:08:33.010771,20.35,2025-10-03 11:41:32.430671,20.52,0.910
NSE:BAJAJHIND-EQ,LONG,2025-10-03 11:41:38.027110,20.51,2025-10-03 12:11:16.441515,20.66,0.707
NSE:BAJAJHIND-EQ,SHORT,2025-10-03 12:12:58.902551,20.74,2025-10-03 12:35:02.332575,20.58,0.675
NSE:BAJAJHIND-EQ,LONG,2025-10-03 12:35:07.977015,20.58,2025-10-03 12:49:10.602346,20.72,0.680
NSE:SCI-EQ,SHORT,2025-10-03 09:41:01.982305,226.68,2025-10-03 10:10:42.240281,225.20,0.668
NSE:SCI-EQ,LONG,2025-10-03 10:10:47.437625,225.13,2025-10-03 10:39:36.620765,226.61,0.673
NSE:SCI-EQ,LONG,2025-10-03 10:39:37.918112,226.61,2025-10-03 11:01:58.939502,228.20,0.666
NSE:SCI-EQ,SHORT,2025-10-03 11:01:59.750406,228.25,2025-10-03 11:08:25.479922,226.60,0.701
NSE:SCI-EQ,LONG,2025-10-03 11:11:12.968347,225.81,2025-10-03 11:41:30.091870,227.37,0.671
NSE:SCI-EQ,LONG,2025-10-03 12:15:28.303284,227.50,2025-10-03 12:48:19.665972,229.14,0.690
NSE:SCI-EQ,SHORT,2025-10-03 12:48:30.877064,229.20,2025-10-03 13:19:56.848966,227.68,0.661
NSE:PHOENIXLTD-EQ,SHORT,2025-10-03 10:27:52.455946,1553.30,2025-10-03 10:58:45.890102,1543.50,0.663
NSE:PHOENIXLTD-EQ,LONG,2025-10-03 11:09:36.160550,1541.60,2025-10-03 11:31:27.525009,1551.60,0.662
NSE:PHOENIXLTD-EQ,LONG,2025-10-03 14:01:08.280943,1552.70,2025-10-03 14:34:07.903010,1563.60,0.663
NSE:PHOENIXLTD-EQ,LONG,2025-10-03 14:34:08.377489,1563.60,2025-10-03 14:37:19.021320,1573.90,0.662
NSE:PHOENIXLTD-EQ,SHORT,2025-10-03 14:38:53.634846,1575.50,2025-10-03 15:00:27.145153,1564.80,0.663
NSE:ASAL-EQ,SHORT,2025-10-03 09:35:00.243604,601.10,2025-10-03 09:42:00.813288,597.00,0.798
NSE:ASAL-EQ,LONG,2025-10-03 09:42:05.373575,595.25,2025-10-03 10:00:23.591727,602.00,0.834
NSE:ASAL-EQ,SHORT,2025-10-03 10:00:29.953707,602.00,2025-10-03 10:09:48.422869,596.20,0.956
NSE:ASAL-EQ,LONG,2025-10-03 10:10:50.697702,595.15,2025-10-03 10:17:46.713992,598.45,0.685
NSE:ASAL-EQ,SHORT,2025-10-03 11:50:43.308024,597.25,2025-10-03 12:23:34.247305,593.05,0.749
NSE:ASAL-EQ,SHORT,2025-10-03 12:24:32.051992,593.75,2025-10-03 12:35:17.978808,590.00,0.677
NSE:ASAL-EQ,LONG,2025-10-03 12:36:40.716620,588.50,2025-10-03 12:51:54.249581,594.00,0.670
NSE:ASAL-EQ,SHORT,2025-10-03 12:51:55.752259,594.00,2025-10-03 12:58:29.062489,590.55,0.661
NSE:ASAL-EQ,SHORT,2025-10-03 14:17:42.971196,594.00,2025-10-03 14:49:17.667728,589.00,0.674
NSE:KAJARIACER-EQ,LONG,2025-10-03 09:35:04.228165,1175.90,2025-10-03 09:39:22.265747,1186.30,0.885
NSE:KAJARIACER-EQ,LONG,2025-10-03 12:16:20.909978,1192.10,2025-10-03 12:49:17.870320,1200.80,0.675
NSE:DOMS-EQ,SHORT,2025-10-03 09:35:05.850475,2501.60,2025-10-03 09:49:28.025772,2483.30,0.664
NSE:DOMS-EQ,SHORT,2025-10-03 09:57:28.442225,2494.10,2025-10-03 10:12:37.148249,2480.00,0.671
NSE:HFCL-EQ,SHORT,2025-10-03 09:35:01.037264,73.87,2025-10-03 09:50:15.682577,73.33,0.691
NSE:HFCL-EQ,LONG,2025-10-03 09:50:16.112070,73.33,2025-10-03 09:57:00.314447,73.85,0.709
NSE:HFCL-EQ,SHORT,2025-10-03 09:57:13.564961,73.99,2025-10-03 10:21:01.547216,73.45,0.663
NSE:HFCL-EQ,SHORT,2025-10-03 10:26:57.772907,73.62,2025-10-03 10:46:07.460327,73.11,0.679
NSE:HFCL-EQ,LONG,2025-10-03 12:13:37.847798,73.23,2025-10-03 12:46:37.197999,73.71,0.697
NSE:HFCL-EQ,LONG,2025-10-03 12:46:37.626849,73.71,2025-10-03 12:47:00.876536,74.19,0.665
NSE:HFCL-EQ,LONG,2025-10-03 12:47:01.320275,74.23,2025-10-03 12:49:03.737904,74.73,0.694
NSE:HFCL-EQ,LONG,2025-10-03 12:49:04.151641,74.71,2025-10-03 13:06:02.920499,75.24,0.669
NSE:HFCL-EQ,SHORT,2025-10-03 13:06:03.379582,75.24,2025-10-03 13:16:49.705141,74.70,0.678
NSE:HFCL-EQ,LONG,2025-10-03 13:16:50.495569,74.74,2025-10-03 13:32:08.756664,75.24,0.662
NSE:HFCL-EQ,LONG,2025-10-03 13:32:09.989103,75.19,2025-10-03 13:54:48.256425,75.69,0.665
NSE:HFCL-EQ,SHORT,2025-10-03 13:54:51.220552,75.85,2025-10-03 14:13:30.649316,75.38,0.672
NSE:HFCL-EQ,LONG,2025-10-03 14:13:31.480271,75.37,2025-10-03 14:34:08.351481,75.97,0.916
NSE:HFCL-EQ,SHORT,2025-10-03 14:36:36.130011,76.14,2025-10-03 14:57:45.799766,75.66,0.663
NSE:CHAMBLFERT-EQ,LONG,2025-10-03 09:36:27.805186,515.40,2025-10-03 09:52:55.249046,518.90,0.679
NSE:CHAMBLFERT-EQ,SHORT,2025-10-03 09:52:57.336808,518.60,2025-10-03 10:21:15.209908,515.45,0.670
NSE:CHAMBLFERT-EQ,SHORT,2025-10-03 10:22:21.545629,515.55,2025-10-03 10:45:59.031829,512.15,0.664
NSE:CHAMBLFERT-EQ,SHORT,2025-10-03 12:05:43.072922,514.75,2025-10-03 12:33:00.195459,511.10,0.670
NSE:CHAMBLFERT-EQ,LONG,2025-10-03 12:33:03.042622,511.15,2025-10-03 12:37:56.650376,514.20,0.660
NSE:CHAMBLFERT-EQ,LONG,2025-10-03 12:37:57.147861,514.20,2025-10-03 12:51:41.245940,518.15,0.719
NSE:CHAMBLFERT-EQ,SHORT,2025-10-03 12:52:43.946816,520.00,2025-10-03 12:54:00.629009,517.00,0.678
NSE:CHAMBLFERT-EQ,LONG,2025-10-03 12:56:04.792809,515.90,2025-10-03 12:58:45.198162,519.40,0.688
NSE:CHAMBLFERT-EQ,SHORT,2025-10-03 12:58:48.018520,519.65,2025-10-03 13:29:06.467475,516.00,0.674
NSE:METROBRAND-EQ,LONG,2025-10-03 09:38:53.339354,1243.60,2025-10-03 09:57:07.552915,1251.40,0.663
NSE:METROBRAND-EQ,LONG,2025-10-03 12:09:02.675911,1247.50,2025-10-03 12:40:32.083655,1254.70,0.662
NSE:ZYDUSWELL-EQ,LONG,2025-10-03 09:37:16.383506,457.30,2025-10-03 09:58:50.087930,460.00,0.662
NSE:ZYDUSWELL-EQ,SHORT,2025-10-03 09:58:56.319544,460.10,2025-10-03 10:21:08.381612,456.80,0.712
NSE:ZYDUSWELL-EQ,LONG,2025-10-03 10:49:25.982158,455.80,2025-10-03 11:22:10.843183,458.55,0.669
NSE:ZYDUSWELL-EQ,LONG,2025-10-03 14:24:07.901958,457.85,2025-10-03 14:57:04.011741,460.50,0.667
NSE:AURUM-EQ,SHORT,2025-10-03 09:35:16.723989,171.51,2025-10-03 09:38:37.171408,170.60,0.704
NSE:AURUM-EQ,SHORT,2025-10-03 09:38:37.990110,170.60,2025-10-03 10:04:01.346420,169.80,0.663
NSE:AURUM-EQ,SHORT,2025-10-03 10:04:04.054694,169.80,2025-10-03 10:12:35.498969,168.14,0.661
NSE:JSFB-EQ,LONG,2025-10-03 10:57:14.630371,479.95,2025-10-03 11:29:39.973633,483.00,0.661
NSE:JSFB-EQ,LONG,2025-10-03 11:30:49.937762,481.60,2025-10-03 11:35:14.939981,485.00,0.706
NSE:JSFB-EQ,SHORT,2025-10-03 11:35:30.964372,485.65,2025-10-03 11:39:40.008356,482.35,0.715
NSE:ANUP-EQ,LONG,2025-10-03 09:36:50.311586,2344.40,2025-10-03 09:59:40.620550,2359.80,0.663
NSE:ANUP-EQ,SHORT,2025-10-03 09:59:44.641271,2359.80,2025-10-03 10:12:31.906890,2345.00,0.729
NSE:ANUP-EQ,SHORT,2025-10-03 10:34:16.013808,2339.60,2025-10-03 10:59:36.790573,2326.50,0.662
NSE:ANUP-EQ,LONG,2025-10-03 10:59:42.033883,2326.40,2025-10-03 11:30:41.940961,2339.70,0.692
NSE:ANUP-EQ,SHORT,2025-10-03 11:30:42.244919,2339.70,2025-10-03 11:59:47.204251,2325.40,0.688
NSE:MOBIKWIK-EQ,LONG,2025-10-03 09:35:00.247859,271.30,2025-10-03 09:35:18.620066,272.80,0.674
NSE:MOBIKWIK-EQ,LONG,2025-10-03 09:35:19.072160,272.80,2025-10-03 09:35:42.395522,275.00,0.871
NSE:MOBIKWIK-EQ,LONG,2025-10-03 09:35:42.803047,275.15,2025-10-03 09:36:56.341626,277.35,0.708
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 09:36:56.640407,277.40,2025-10-03 09:37:18.401946,274.60,1.037
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 09:37:19.093170,274.45,2025-10-03 09:39:00.053723,271.75,0.729
NSE:MOBIKWIK-EQ,LONG,2025-10-03 09:39:00.908288,272.00,2025-10-03 09:41:09.062115,274.30,0.762
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 09:41:10.287054,273.85,2025-10-03 10:06:33.592786,271.90,0.721
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 10:07:11.286285,272.00,2025-10-03 10:12:39.151561,270.20,0.662
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 10:13:24.506416,271.35,2025-10-03 10:42:38.584168,269.20,0.691
NSE:MOBIKWIK-EQ,LONG,2025-10-03 10:42:40.071691,269.45,2025-10-03 11:05:08.191576,271.50,0.761
NSE:MOBIKWIK-EQ,LONG,2025-10-03 11:05:09.713488,271.60,2025-10-03 11:05:46.264012,273.60,0.746
NSE:MOBIKWIK-EQ,LONG,2025-10-03 11:07:54.129970,272.80,2025-10-03 11:16:18.952361,274.80,0.705
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 11:16:19.819950,274.85,2025-10-03 11:26:13.073809,272.90,0.719
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 11:40:59.100029,273.85,2025-10-03 11:58:14.706303,272.00,0.675
NSE:MOBIKWIK-EQ,LONG,2025-10-03 12:10:53.123773,272.70,2025-10-03 12:43:50.902445,274.40,0.669
NSE:MOBIKWIK-EQ,LONG,2025-10-03 12:43:52.161720,274.40,2025-10-03 12:44:12.176407,276.80,0.829
NSE:MOBIKWIK-EQ,LONG,2025-10-03 12:44:13.109992,277.00,2025-10-03 12:45:29.694513,278.55,0.678
NSE:MOBIKWIK-EQ,LONG,2025-10-03 12:45:30.166777,278.50,2025-10-03 12:46:46.889959,280.65,0.763
NSE:MOBIKWIK-EQ,LONG,2025-10-03 12:46:48.108695,280.65,2025-10-03 12:47:50.322547,282.55,0.668
NSE:MOBIKWIK-EQ,LONG,2025-10-03 12:47:50.708450,282.80,2025-10-03 12:49:23.894608,284.60,0.672
NSE:MOBIKWIK-EQ,LONG,2025-10-03 12:49:25.353391,284.65,2025-10-03 12:52:51.973179,286.40,0.712
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 12:52:52.775792,286.50,2025-10-03 12:54:16.262543,284.55,0.663
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 12:54:17.108773,284.70,2025-10-03 12:57:35.210259,281.35,1.124
NSE:MOBIKWIK-EQ,LONG,2025-10-03 12:57:35.622985,281.65,2025-10-03 12:59:14.875413,283.55,0.692
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 12:59:16.123184,283.50,2025-10-03 13:01:20.517219,281.80,0.670
NSE:MOBIKWIK-EQ,LONG,2025-10-03 13:01:21.381705,282.05,2025-10-03 13:16:41.251083,283.95,0.683
NSE:MOBIKWIK-EQ,LONG,2025-10-03 13:16:42.042341,283.95,2025-10-03 13:26:11.735384,285.95,0.661
NSE:MOBIKWIK-EQ,LONG,2025-10-03 13:26:12.058531,285.85,2025-10-03 13:29:36.161349,287.65,0.674
NSE:MOBIKWIK-EQ,LONG,2025-10-03 13:29:37.372420,287.55,2025-10-03 13:30:07.246506,289.80,0.669
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 13:30:08.030147,290.30,2025-10-03 13:34:14.461465,288.45,0.663
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 13:34:14.870048,288.40,2025-10-03 13:45:25.541462,286.20,0.763
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 13:45:26.353335,285.15,2025-10-03 13:48:48.870185,283.35,0.935
NSE:MOBIKWIK-EQ,LONG,2025-10-03 13:50:41.670639,282.80,2025-10-03 13:55:28.111236,284.60,0.716
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 13:55:28.824256,284.90,2025-10-03 14:23:00.700233,282.80,0.720
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 14:23:01.514981,282.85,2025-10-03 14:30:21.746542,280.95,0.663
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 14:30:22.179009,280.75,2025-10-03 14:53:49.147307,278.40,0.739
NSE:MOBIKWIK-EQ,LONG,2025-10-03 14:53:49.921566,278.60,2025-10-03 14:56:32.229636,281.20,0.897
NSE:MOBIKWIK-EQ,LONG,2025-10-03 14:56:32.657834,281.30,2025-10-03 14:57:20.052686,283.20,0.694
NSE:MOBIKWIK-EQ,LONG,2025-10-03 14:57:20.423736,283.20,2025-10-03 14:57:57.031215,285.00,0.706
NSE:MOBIKWIK-EQ,LONG,2025-10-03 14:57:57.426414,285.20,2025-10-03 14:58:27.122875,287.50,0.859
NSE:MOBIKWIK-EQ,LONG,2025-10-03 14:58:42.354303,286.85,2025-10-03 14:59:37.473332,289.00,0.785
NSE:MOBIKWIK-EQ,SHORT,2025-10-03 14:59:38.339967,288.50,2025-10-03 15:00:25.276377,286.55,0.693
NSE:HINDWAREAP-EQ,SHORT,2025-10-03 09:52:38.522439,327.60,2025-10-03 10:10:21.336671,325.40,0.701
NSE:HINDWAREAP-EQ,LONG,2025-10-03 10:10:33.479554,325.40,2025-10-03 10:26:46.115722,327.70,0.691
NSE:HINDWAREAP-EQ,LONG,2025-10-03 10:26:57.380899,327.70,2025-10-03 10:36:25.310578,329.45,0.695
NSE:HINDWAREAP-EQ,LONG,2025-10-03 10:36:31.042282,329.45,2025-10-03 10:36:59.554348,332.00,0.804
NSE:HINDWAREAP-EQ,LONG,2025-10-03 10:37:05.146654,331.80,2025-10-03 10:40:56.563194,333.95,0.701
NSE:HINDWAREAP-EQ,LONG,2025-10-03 10:49:51.661970,333.75,2025-10-03 11:22:45.367303,335.90,0.660
NSE:HINDWAREAP-EQ,SHORT,2025-10-03 11:22:47.809181,335.90,2025-10-03 11:38:29.621201,333.25,0.730
NSE:HINDWAREAP-EQ,LONG,2025-10-03 14:13:55.692607,331.05,2025-10-03 14:45:06.622178,333.45,0.664
NSE:SBILIFE-EQ,SHORT,2025-10-03 10:16:40.175088,1788.10,2025-10-03 10:44:33.379741,1777.10,0.665
NSE:TRITURBINE-EQ,SHORT,2025-10-03 09:35:01.302719,527.80,2025-10-03 10:07:40.177948,524.00,0.663
NSE:TRITURBINE-EQ,SHORT,2025-10-03 10:07:41.430456,524.25,2025-10-03 10:30:40.376722,520.40,0.677
NSE:TRITURBINE-EQ,LONG,2025-10-03 13:28:37.518989,520.60,2025-10-03 14:01:32.682557,524.20,0.672
NSE:TRITURBINE-EQ,SHORT,2025-10-03 14:01:33.455136,524.20,2025-10-03 14:13:12.236891,520.95,0.716
NSE:SKIPPER-EQ,LONG,2025-10-03 09:35:03.367365,523.50,2025-10-03 10:02:05.588991,527.05,0.721
NSE:SKIPPER-EQ,SHORT,2025-10-03 10:02:08.468219,527.90,2025-10-03 10:12:42.775498,524.00,0.787
NSE:SKIPPER-EQ,LONG,2025-10-03 11:44:43.892560,521.25,2025-10-03 12:13:09.688385,524.85,0.662
NSE:PGEL-EQ,LONG,2025-10-03 09:35:01.082763,514.20,2025-10-03 09:55:21.468004,517.50,0.686
NSE:PGEL-EQ,SHORT,2025-10-03 09:55:25.607064,517.75,2025-10-03 10:08:08.008750,514.15,0.667
NSE:PGEL-EQ,SHORT,2025-10-03 10:08:08.780229,514.15,2025-10-03 10:16:05.162084,510.45,0.734
NSE:PGEL-EQ,LONG,2025-10-03 10:24:35.191743,509.60,2025-10-03 10:34:34.078473,512.90,0.667
NSE:PGEL-EQ,SHORT,2025-10-03 10:34:35.772342,512.85,2025-10-03 10:46:27.660618,509.65,0.663
NSE:PGEL-EQ,LONG,2025-10-03 11:33:38.680752,512.50,2025-10-03 12:06:12.352762,516.00,0.673
NSE:PGEL-EQ,LONG,2025-10-03 12:23:16.713785,513.45,2025-10-03 12:52:02.178202,516.85,0.667
NSE:PGEL-EQ,SHORT,2025-10-03 12:52:02.571832,516.85,2025-10-03 13:07:10.067986,513.25,0.663
NSE:CAMS-EQ,SHORT,2025-10-03 10:54:19.906227,3829.00,2025-10-03 11:25:19.247705,3802.50,0.667
NSE:CAMS-EQ,SHORT,2025-10-03 12:06:16.724870,3814.90,2025-10-03 12:33:28.264197,3789.10,0.666
NSE:NYKAA-EQ,SHORT,2025-10-03 10:04:14.587555,239.89,2025-10-03 10:16:03.564061,238.49,0.661
NSE:NYKAA-EQ,LONG,2025-10-03 10:16:04.357264,238.31,2025-10-03 10:21:03.587522,239.82,0.661
NSE:NYKAA-EQ,SHORT,2025-10-03 10:24:30.032411,239.98,2025-10-03 10:44:14.082937,238.45,0.663
NSE:NYKAA-EQ,LONG,2025-10-03 14:15:15.179225,238.22,2025-10-03 14:45:04.307000,239.88,0.669
NSE:CARYSIL-EQ,LONG,2025-10-03 09:35:02.175760,859.70,2025-10-03 09:57:58.110921,866.60,0.847
NSE:CARYSIL-EQ,SHORT,2025-10-03 09:58:29.877737,868.00,2025-10-03 10:09:13.015180,862.90,0.671
NSE:CARYSIL-EQ,SHORT,2025-10-03 11:43:46.459260,861.85,2025-10-03 12:16:45.508656,856.15,0.664
NSE:CARYSIL-EQ,LONG,2025-10-03 12:26:47.040208,856.05,2025-10-03 12:49:36.745170,862.00,0.666
NSE:CARYSIL-EQ,LONG,2025-10-03 13:40:53.355551,857.10,2025-10-03 14:11:36.993984,862.40,0.665
NSE:CARYSIL-EQ,LONG,2025-10-03 14:11:38.236802,862.15,2025-10-03 14:28:24.046104,868.50,0.728
NSE:CARYSIL-EQ,LONG,2025-10-03 14:28:26.500294,868.50,2025-10-03 14:42:38.049648,875.00,0.771
NSE:DIGITIDE-EQ,LONG,2025-10-03 09:35:06.215986,163.07,2025-10-03 09:53:47.030269,164.42,0.810
NSE:DIGITIDE-EQ,SHORT,2025-10-03 09:53:53.433609,164.42,2025-10-03 10:11:13.614136,163.00,0.795
NSE:DIGITIDE-EQ,LONG,2025-10-03 10:11:20.402851,163.00,2025-10-03 10:15:41.531519,163.95,0.808
NSE:DIGITIDE-EQ,SHORT,2025-10-03 10:16:00.703783,165.00,2025-10-03 10:46:32.388158,163.92,0.781
NSE:DIGITIDE-EQ,LONG,2025-10-03 10:46:33.907835,163.92,2025-10-03 11:16:51.559451,164.92,0.662
NSE:DIGITIDE-EQ,LONG,2025-10-03 11:16:56.343991,164.92,2025-10-03 11:31:56.610753,166.00,0.743
NSE:DIGITIDE-EQ,LONG,2025-10-03 11:31:57.687705,166.00,2025-10-03 11:38:05.210649,167.35,0.849
NSE:DIGITIDE-EQ,LONG,2025-10-03 11:38:10.009066,167.36,2025-10-03 12:09:58.889869,168.70,0.678
NSE:DIGITIDE-EQ,LONG,2025-10-03 12:10:02.861357,168.70,2025-10-03 12:37:51.825753,169.70,0.703
NSE:DIGITIDE-EQ,LONG,2025-10-03 12:44:45.484794,168.59,2025-10-03 12:54:18.309699,169.99,0.664
